DayN[]	Datecode[]	Min[]	Veg[]	Plot[]	Group[]	CorrCO2[]	SoilT[]
1705	56	30	1	18	2303	1121.09	305.3
1705	56	45	1	18	2303	1261.19	305.3
1705	56	0	1	14	2304	881.84	303.8
1705	56	15	1	14	2304	1007.56	303.8
1705	56	30	1	14	2304	1110.43	303.8
1705	56	45	1	14	2304	1143.07	303.8
1705	56	0	1	10	2305	445.63	305.3
1705	56	15	1	10	2305	634.23	305.3
1705	56	30	1	10	2305	701.81	305.3
1705	56	45	1	10	2305	759.69	305.3
1705	56	0	1	29	2306	512.97	303.8
1705	56	15	1	29	2306	744.15	303.8
1705	56	30	1	29	2306	897.74	303.8
1705	56	45	1	29	2306	911.31	303.8
1705	56	0	1	30	2307	490.67	298
1705	56	15	1	30	2307	736.66	298
1705	56	30	1	30	2307	806.99	298
1705	56	45	1	30	2307	897	298
1705	56	0	1	15	2308	666.69	298
1705	56	15	1	15	2308	867.1	298
1705	56	45	1	15	2308	884.16	298
1705	56	0	1	5	2309	451.69	303.8
1705	56	15	1	5	2309	575.08	303.8
1705	56	30	1	5	2309	651.28	303.8
1705	56	45	1	5	2309	659.54	303.8
1705	56	0	1	20	2310	832.73	299.5
1705	56	15	1	20	2310	955.95	299.5
1705	56	30	1	20	2310	1029.11	299.5
1705	56	45	1	20	2310	1097.68	299.5
1705	56	0	1	21	2311	416.21	303.8
1705	56	15	1	21	2311	498.36	303.8
1705	56	30	1	21	2311	537.35	303.8
1705	56	45	1	21	2311	541.53	303.8
1705	56	0	1	11	2312	825.42	298
1705	56	15	1	11	2312	935.93	298
1705	56	30	1	11	2312	1002.02	298
1705	56	45	1	11	2312	1041.2	298
1705	56	0	1	1	2313	436.27	298
1705	56	15	1	1	2313	574.85	298
1705	56	30	1	1	2313	643.21	298
1705	56	45	1	1	2313	683.01	298
1705	56	0	1	7	2314	435.33	299.5
1705	56	15	1	7	2314	549.2	299.5
1705	56	30	1	7	2314	589.53	299.5
1705	56	45	1	7	2314	638.98	299.5
1705	56	0	1	2	2315	449.04	298
1705	56	15	1	2	2315	610.6	298
1705	56	30	1	2	2315	645.49	298
1705	56	45	1	2	2315	676.37	298
1705	56	0	1	22	2316	446.73	298
1705	56	15	1	22	2316	564.57	298
1705	56	30	1	22	2316	602.51	298
1705	56	45	1	22	2316	638.21	298
1705	56	0	1	23	2317	455.47	298
1705	56	15	1	23	2317	590.22	298
1705	56	30	1	23	2317	612.68	298
1705	56	45	1	23	2317	666.66	298
1705	56	0	1	26	2318	468.58	298
1705	56	15	1	26	2318	1265.11	298
1705	56	30	1	26	2318	1622.32	298
1705	56	45	1	26	2318	1923.61	298
1705	56	0	1	16	2319	901.44	299.5
1705	56	15	1	16	2319	1203.81	299.5
1705	56	30	1	16	2319	1315.51	299.5
1705	56	45	1	16	2319	1440.33	299.5
1705	56	0	1	17	2320	858.72	294.9
1705	56	15	1	17	2320	883.64	294.9
1705	56	45	1	17	2320	915.98	294.9
1705	56	0	1	8	2321	504.51	294.9
1705	56	15	1	8	2321	608.87	294.9
1705	56	30	1	8	2321	660.09	294.9
1705	56	45	1	8	2321	655.51	294.9
1705	56	0	1	19	2322	1133.24	294.9
1705	56	30	1	19	2322	1621.81	294.9
1705	56	45	1	19	2322	1801.18	294.9
1705	56	0	1	3	2323	460.32	293.4
1705	56	15	1	3	2323	612.35	293.4
1705	56	30	1	3	2323	677.48	293.4
1705	56	45	1	3	2323	709.77	293.4
1705	56	0	1	24	2324	489.65	293.4
1705	56	15	1	24	2324	684.66	293.4
1705	56	30	1	24	2324	761.4	293.4
1705	56	45	1	24	2324	809.37	293.4
1705	56	0	1	27	2325	441.93	293.4
1705	56	15	1	27	2325	736.9	293.4
1705	56	30	1	27	2325	929.91	293.4
1705	56	45	1	27	2325	1096.63	293.4
1705	56	0	1	4	2326	432.3	293.4
1705	56	15	1	4	2326	618.21	293.4
1705	56	30	1	4	2326	710.27	293.4
1705	56	45	1	4	2326	783.55	293.4
1705	56	0	1	12	2327	624.14	293.4
1705	56	15	1	12	2327	930.08	293.4
1705	56	30	1	12	2327	1044.3	293.4
1705	56	45	1	12	2327	1113.78	293.4
1705	56	0	1	13	2328	754.32	293.4
1705	56	15	1	13	2328	1007.97	293.4
1705	56	30	1	13	2328	1175.11	293.4
1705	56	45	1	13	2328	1278.22	293.4
1705	56	0	1	25	2329	430.58	293.4
1705	56	15	1	25	2329	507.9	293.4
1705	56	30	1	25	2329	524.85	293.4
1705	56	45	1	25	2329	539.4	293.4
1705	56	0	1	28	2330	446	293.4
1705	56	15	1	28	2330	460.29	293.4
1705	56	30	1	28	2330	495.12	293.4
1705	56	45	1	28	2330	525.55	293.4
1705	56	0	1	9	2331	436.92	294.9
1705	56	15	1	9	2331	601.64	294.9
1705	56	30	1	9	2331	695.5	294.9
1705	56	45	1	9	2331	758.38	294.9
1705	56	0	2	6	2332	442.22	299.5
1705	56	15	2	6	2332	488.5	299.5
1705	56	30	2	6	2332	495.26	299.5
1705	56	45	2	6	2332	511.78	299.5
1705	56	0	2	18	2333	579.83	305.3
1705	56	15	2	18	2333	733.33	305.3
1705	56	30	2	18	2333	794.45	305.3
1705	56	45	2	18	2333	841.48	305.3
1705	56	0	2	14	2334	664.32	303.8
1705	56	15	2	14	2334	796.41	303.8
1705	56	30	2	14	2334	889.61	303.8
1705	56	45	2	14	2334	1002.97	303.8
1705	56	0	2	10	2335	439.74	305.3
1705	56	15	2	10	2335	548.5	305.3
1705	56	30	2	10	2335	583.08	305.3
1705	56	45	2	10	2335	658.82	305.3
1705	56	0	2	15	2336	661.36	298
1705	56	15	2	15	2336	713.55	298
1705	56	30	2	15	2336	764.89	298
1705	56	45	2	15	2336	815.72	298
1705	56	0	2	5	2337	450.86	303.8
1705	56	15	2	5	2337	576.39	303.8
1705	56	30	2	5	2337	635.72	303.8
1705	56	45	2	5	2337	697.84	303.8
1705	56	0	2	20	2338	700.65	299.5
1705	56	15	2	20	2338	850.41	299.5
1705	56	30	2	20	2338	917.34	299.5
1705	56	45	2	20	2338	984.57	299.5
1705	56	0	2	11	2339	669.81	303.8
1705	56	15	2	11	2339	820.5	303.8
1705	56	30	2	11	2339	886.92	303.8
1705	56	0	2	1	2340	437.08	298
1705	56	15	2	1	2340	460.11	298
1705	56	30	2	1	2340	494.98	298
1705	56	45	2	1	2340	527.53	298
1705	56	0	2	7	2341	456.92	298
1705	56	15	2	7	2341	475.06	298
1705	56	30	2	7	2341	503.51	298
1705	56	45	2	7	2341	512.25	298
1705	56	0	2	2	2342	447.33	299.5
1705	56	15	2	2	2342	501.54	299.5
1705	56	30	2	2	2342	574.17	299.5
1705	56	45	2	2	2342	599.79	299.5
1705	56	0	2	16	2343	556.77	299.5
1705	56	15	2	16	2343	683.96	299.5
1705	56	30	2	16	2343	789.04	299.5
1705	56	45	2	16	2343	875.2	299.5
1705	56	0	2	17	2344	806.57	294.9
1705	56	15	2	17	2344	900.84	294.9
1705	56	30	2	17	2344	955.51	294.9
1705	56	45	2	17	2344	1017.22	294.9
1705	56	0	2	8	2345	474.75	294.9
1705	56	15	2	8	2345	557.02	294.9
1705	56	30	2	8	2345	621.52	294.9
1705	56	45	2	8	2345	679.13	294.9
1705	56	0	2	19	2346	680.17	294.9
1705	56	15	2	19	2346	860.03	294.9
1705	56	30	2	19	2346	996.24	294.9
1705	56	45	2	19	2346	1116.79	294.9
1705	56	0	2	3	2347	431.56	293.4
1705	56	15	2	3	2347	509.09	293.4
1705	56	30	2	3	2347	555.3	293.4
1705	56	45	2	3	2347	607.26	293.4
1705	56	0	2	4	2348	436.74	293.4
1705	56	15	2	4	2348	510.86	293.4
1705	56	30	2	4	2348	555.36	293.4
1705	56	45	2	4	2348	591.4	293.4
1705	56	0	2	12	2349	890.03	293.4
1705	56	15	2	12	2349	1012.47	293.4
1705	56	30	2	12	2349	1109.59	293.4
1705	56	45	2	12	2349	1178.6	293.4
1705	56	0	2	13	2350	1786.55	293.4
1705	56	15	2	13	2350	1877.14	293.4
1705	56	30	2	13	2350	2037.18	293.4
1705	56	45	2	13	2350	2086.19	293.4
1705	56	0	2	9	2351	458.84	294.9
1705	56	15	2	9	2351	526.93	294.9
1705	56	30	2	9	2351	583.25	294.9
1705	56	45	2	9	2351	626.55	294.9
1719	57	0	1	6	2352	427.24	300.4
1719	57	15	1	6	2352	571.6	300.4
1719	57	30	1	6	2352	578.38	300.4
1719	57	45	1	6	2352	606.39	300.4
1719	57	0	1	18	2353	622.37	302.2
1719	57	15	1	18	2353	786.75	302.2
1719	57	30	1	18	2353	930.68	302.2
1719	57	45	1	18	2353	1011.43	302.2
1719	57	0	1	14	2354	633.6	300.7
1719	57	15	1	14	2354	763.92	300.7
1719	57	45	1	14	2354	987.08	300.7
1719	57	0	1	10	2355	445.48	302.2
1719	57	15	1	10	2355	650.23	302.2
1719	57	30	1	10	2355	693.74	302.2
1719	57	45	1	10	2355	753.94	302.2
1719	57	0	1	29	2356	436.68	300.7
1719	57	15	1	29	2356	574.48	300.7
1719	57	30	1	29	2356	629.53	300.7
1719	57	45	1	29	2356	673.05	300.7
1719	57	0	1	30	2357	434.02	298.9
1719	57	15	1	30	2357	527.92	298.9
1719	57	30	1	30	2357	529.84	298.9
1719	57	45	1	30	2357	728.02	298.9
1719	57	0	1	15	2358	587.19	298.9
1719	57	30	1	15	2358	639.35	298.9
1719	57	45	1	15	2358	659.58	298.9
1719	57	0	1	5	2359	442.57	300.7
1719	57	15	1	5	2359	550.13	300.7
1719	57	30	1	5	2359	568.23	300.7
1719	57	45	1	5	2359	567.22	300.7
1719	57	15	1	20	2360	1168.72	300.4
1719	57	30	1	20	2360	1218.03	300.4
1719	57	45	1	20	2360	1367.14	300.4
1719	57	0	1	21	2361	434.39	300.7
1719	57	15	1	21	2361	488.45	300.7
1719	57	30	1	21	2361	495.25	300.7
1719	57	0	1	11	2362	751.53	298.9
1719	57	15	1	11	2362	760.6	298.9
1719	57	30	1	11	2362	758.05	298.9
1719	57	45	1	11	2362	777.64	298.9
1719	57	0	1	1	2363	441.05	298.9
1719	57	15	1	1	2363	595.59	298.9
1719	57	30	1	1	2363	669.84	298.9
1719	57	45	1	1	2363	865.42	298.9
1719	57	0	1	7	2364	460.16	300.4
1719	57	15	1	7	2364	568.88	300.4
1719	57	30	1	7	2364	608.55	300.4
1719	57	45	1	7	2364	616.51	300.4
1719	57	0	1	2	2365	439.5	298.9
1719	57	15	1	2	2365	540.3	298.9
1719	57	30	1	2	2365	594.45	298.9
1719	57	45	1	2	2365	647.15	298.9
1719	57	0	1	22	2366	436.09	298.9
1719	57	15	1	22	2366	578.03	298.9
1719	57	30	1	22	2366	671.05	298.9
1719	57	45	1	22	2366	864.45	298.9
1719	57	0	1	23	2367	450.25	298.9
1719	57	15	1	23	2367	596.34	298.9
1719	57	30	1	23	2367	651.9	298.9
1719	57	45	1	23	2367	716.65	298.9
1719	57	0	1	26	2368	442.86	298.9
1719	57	15	1	26	2368	774.68	298.9
1719	57	30	1	26	2368	872.27	298.9
1719	57	45	1	26	2368	1013.23	298.9
1719	57	0	1	16	2369	630.96	300.4
1719	57	15	1	16	2369	837.45	300.4
1719	57	30	1	16	2369	1041.86	300.4
1719	57	45	1	16	2369	1384.25	300.4
1719	57	0	1	17	2370	606.14	297.3
1719	57	15	1	17	2370	763.62	297.3
1719	57	30	1	17	2370	787.31	297.3
1719	57	45	1	17	2370	854.78	297.3
1719	57	0	1	8	2371	429.37	297.3
1719	57	15	1	8	2371	513.45	297.3
1719	57	30	1	8	2371	557.29	297.3
1719	57	45	1	8	2371	589.3	297.3
1719	57	0	1	19	2372	609.33	297.3
1719	57	15	1	19	2372	610.84	297.3
1719	57	30	1	19	2372	787.92	297.3
1719	57	45	1	19	2372	997.35	297.3
1719	57	0	1	3	2373	443.1	295.8
1719	57	15	1	3	2373	554.23	295.8
1719	57	30	1	3	2373	616.67	295.8
1719	57	45	1	3	2373	650.16	295.8
1719	57	0	1	24	2374	428.72	295.8
1719	57	15	1	24	2374	554.13	295.8
1719	57	30	1	24	2374	594.94	295.8
1719	57	45	1	24	2374	643.43	295.8
1719	57	0	1	27	2375	425.31	295.8
1719	57	15	1	27	2375	585.04	295.8
1719	57	30	1	27	2375	613.37	295.8
1719	57	45	1	27	2375	748.83	295.8
1719	57	0	1	4	2376	429.81	295.8
1719	57	15	1	4	2376	600.53	295.8
1719	57	30	1	4	2376	678.46	295.8
1719	57	45	1	4	2376	720.23	295.8
1719	57	0	1	12	2377	687.98	295.8
1719	57	15	1	12	2377	839.95	295.8
1719	57	30	1	12	2377	909.12	295.8
1719	57	0	1	13	2378	561.97	295.8
1719	57	15	1	13	2378	700.67	295.8
1719	57	30	1	13	2378	737.73	295.8
1719	57	45	1	13	2378	891.21	295.8
1719	57	0	1	25	2379	440.03	295.8
1719	57	15	1	25	2379	495.34	295.8
1719	57	45	1	25	2379	511.01	295.8
1719	57	0	1	28	2380	442.71	295.8
1719	57	15	1	28	2380	540.93	295.8
1719	57	30	1	28	2380	563.09	295.8
1719	57	45	1	28	2380	576.43	295.8
1719	57	0	1	9	2381	421.1	297.3
1719	57	15	1	9	2381	588.7	297.3
1719	57	30	1	9	2381	657.75	297.3
1719	57	45	1	9	2381	793.98	297.3
1719	57	0	2	6	2382	421.78	300.4
1719	57	15	2	6	2382	452.7	300.4
1719	57	30	2	6	2382	480.47	300.4
1719	57	45	2	6	2382	495.06	300.4
1719	57	0	2	18	2383	652.51	302.2
1719	57	15	2	18	2383	699.93	302.2
1719	57	30	2	18	2383	813.54	302.2
1719	57	45	2	18	2383	855.53	302.2
1719	57	0	2	14	2384	1117.01	300.7
1719	57	15	2	14	2384	1100.93	300.7
1719	57	30	2	14	2384	1122.78	300.7
1719	57	45	2	14	2384	1201.62	300.7
1719	57	0	2	10	2385	443.13	302.2
1719	57	15	2	10	2385	537.33	302.2
1719	57	30	2	10	2385	579.31	302.2
1719	57	45	2	10	2385	621.72	302.2
1719	57	0	2	15	2386	832.1	298.9
1719	57	15	2	15	2386	831.3	298.9
1719	57	30	2	15	2386	841.28	298.9
1719	57	45	2	15	2386	845.11	298.9
1719	57	0	2	5	2387	436.3	300.7
1719	57	15	2	5	2387	504.21	300.7
1719	57	30	2	5	2387	569.66	300.7
1719	57	45	2	5	2387	647.18	300.7
1719	57	0	2	20	2388	702.35	300.4
1719	57	15	2	20	2388	1012.08	300.4
1719	57	30	2	20	2388	1094.28	300.4
1719	57	45	2	20	2388	1158.64	300.4
1719	57	0	2	11	2389	838.4	300.7
1719	57	15	2	11	2389	948.07	300.7
1719	57	30	2	11	2389	1015.88	300.7
1719	57	45	2	11	2389	1055.06	300.7
1719	57	0	2	1	2390	421.21	298.9
1719	57	15	2	1	2390	480.48	298.9
1719	57	30	2	1	2390	515.07	298.9
1719	57	45	2	1	2390	602.19	298.9
1719	57	0	2	7	2391	457.68	298.9
1719	57	15	2	7	2391	507.14	298.9
1719	57	30	2	7	2391	542.24	298.9
1719	57	45	2	7	2391	574.43	298.9
1719	57	0	2	2	2392	412.9	300.4
1719	57	15	2	2	2392	473.74	300.4
1719	57	30	2	2	2392	508.92	300.4
1719	57	45	2	2	2392	540.65	300.4
1719	57	0	2	16	2393	966.76	300.4
1719	57	30	2	16	2393	1015.75	300.4
1719	57	45	2	16	2393	1105.29	300.4
1719	57	0	2	17	2394	860.44	297.3
1719	57	15	2	17	2394	916.86	297.3
1719	57	30	2	17	2394	991.87	297.3
1719	57	45	2	17	2394	1035.81	297.3
1719	57	0	2	8	2395	415.44	297.3
1719	57	15	2	8	2395	499.94	297.3
1719	57	30	2	8	2395	562.95	297.3
1719	57	45	2	8	2395	609.39	297.3
1719	57	0	2	3	2396	437.93	295.8
1719	57	15	2	3	2396	505.11	295.8
1719	57	30	2	3	2396	521.66	295.8
1719	57	45	2	3	2396	586.17	295.8
1719	57	0	2	4	2397	424.95	295.8
1719	57	15	2	4	2397	475.92	295.8
1719	57	30	2	4	2397	475.17	295.8
1719	57	45	2	4	2397	494.74	295.8
1719	57	0	2	12	2398	789.28	295.8
1719	57	15	2	12	2398	892.04	295.8
1719	57	30	2	12	2398	965.34	295.8
1719	57	45	2	12	2398	1067.72	295.8
1719	57	0	2	13	2399	817.27	295.8
1719	57	15	2	13	2399	864.82	295.8
1719	57	30	2	13	2399	903.98	295.8
1719	57	0	2	9	2400	429.48	297.3
1719	57	15	2	9	2400	494.4	297.3
1719	57	30	2	9	2400	509.52	297.3
1719	57	45	2	9	2400	530.82	297.3
1733	58	0	1	6	2401	452.71	296.7
1733	58	15	1	6	2401	551.99	296.7
1733	58	30	1	6	2401	573.56	296.7
1733	58	45	1	6	2401	579.87	296.7
1733	58	0	1	18	2402	677.09	299.1
1733	58	15	1	18	2402	775.04	299.1
1733	58	30	1	18	2402	859.12	299.1
1733	58	45	1	18	2402	957.58	299.1
1733	58	0	1	14	2403	595.6	297.6
1733	58	15	1	14	2403	692.61	297.6
1733	58	30	1	14	2403	763.64	297.6
1733	58	45	1	14	2403	799.5	297.6
1733	58	0	1	10	2404	487.52	299.1
1733	58	15	1	10	2404	618.37	299.1
1733	58	30	1	10	2404	659.68	299.1
1733	58	45	1	10	2404	679.34	299.1
1733	58	0	1	29	2405	441.3	297.6
1733	58	15	1	29	2405	498.16	297.6
1733	58	30	1	29	2405	549.68	297.6
1733	58	45	1	29	2405	556.91	297.6
1733	58	0	1	30	2406	452.5	295.2
1733	58	30	1	30	2406	480.69	295.2
1733	58	45	1	30	2406	486.41	295.2
1733	58	0	1	15	2407	554.68	295.2
1733	58	15	1	15	2407	560.95	295.2
1733	58	30	1	15	2407	577	295.2
1733	58	45	1	15	2407	687.38	295.2
1733	58	0	1	5	2408	452.4	297.6
1733	58	15	1	5	2408	518.33	297.6
1733	58	30	1	5	2408	571.83	297.6
1733	58	45	1	5	2408	557.22	297.6
1733	58	15	1	20	2409	1046.54	296.7
1733	58	30	1	20	2409	1148.76	296.7
1733	58	45	1	20	2409	1135.8	296.7
1733	58	0	1	21	2410	450.95	297.6
1733	58	15	1	21	2410	494.64	297.6
1733	58	30	1	21	2410	505.86	297.6
1733	58	45	1	21	2410	522.49	297.6
1733	58	0	1	11	2411	516.53	295.2
1733	58	15	1	11	2411	587.62	295.2
1733	58	30	1	11	2411	634.48	295.2
1733	58	45	1	11	2411	644.94	295.2
1733	58	0	1	1	2412	443.1	295.2
1733	58	15	1	1	2412	542.34	295.2
1733	58	45	1	1	2412	549.36	295.2
1733	58	0	1	7	2413	460.92	296.7
1733	58	15	1	7	2413	566.93	296.7
1733	58	30	1	7	2413	590.12	296.7
1733	58	45	1	7	2413	605.52	296.7
1733	58	0	1	2	2414	442.78	295.2
1733	58	15	1	2	2414	501.58	295.2
1733	58	30	1	2	2414	515.46	295.2
1733	58	45	1	2	2414	566.45	295.2
1733	58	0	1	22	2415	450.31	295.2
1733	58	15	1	22	2415	572.53	295.2
1733	58	30	1	22	2415	677.36	295.2
1733	58	45	1	22	2415	647.42	295.2
1733	58	0	1	23	2416	446.96	295.2
1733	58	15	1	23	2416	550.94	295.2
1733	58	30	1	23	2416	590.47	295.2
1733	58	45	1	23	2416	565.94	295.2
1733	58	0	1	26	2417	456.34	295.2
1733	58	15	1	26	2417	554.48	295.2
1733	58	30	1	26	2417	629.42	295.2
1733	58	45	1	26	2417	655.28	295.2
1733	58	0	1	16	2418	563.94	296.7
1733	58	30	1	16	2418	607.04	296.7
1733	58	45	1	16	2418	646.14	296.7
1733	58	0	1	17	2419	538.23	295.7
1733	58	15	1	17	2419	684.15	295.7
1733	58	45	1	17	2419	747.04	295.7
1733	58	0	1	8	2420	434.32	295.7
1733	58	15	1	8	2420	499.68	295.7
1733	58	30	1	8	2420	525.15	295.7
1733	58	45	1	8	2420	541.98	295.7
1733	58	0	1	19	2421	583.54	295.7
1733	58	15	1	19	2421	621.51	295.7
1733	58	30	1	19	2421	687.96	295.7
1733	58	45	1	19	2421	725.08	295.7
1733	58	0	1	3	2422	445.07	294.2
1733	58	15	1	3	2422	504.38	294.2
1733	58	30	1	3	2422	524.08	294.2
1733	58	45	1	3	2422	547.77	294.2
1733	58	0	1	24	2423	440.04	294.2
1733	58	15	1	24	2423	530.8	294.2
1733	58	30	1	24	2423	595.43	294.2
1733	58	45	1	24	2423	629.62	294.2
1733	58	0	1	27	2424	433.58	294.2
1733	58	15	1	27	2424	560.32	294.2
1733	58	30	1	27	2424	563.35	294.2
1733	58	45	1	27	2424	593.92	294.2
1733	58	0	1	4	2425	477.41	294.2
1733	58	15	1	4	2425	545.83	294.2
1733	58	30	1	4	2425	584.15	294.2
1733	58	45	1	4	2425	624.2	294.2
1733	58	0	1	12	2426	591.22	294.2
1733	58	15	1	12	2426	599.69	294.2
1733	58	30	1	12	2426	710.32	294.2
1733	58	45	1	12	2426	757.41	294.2
1733	58	0	1	13	2427	547.83	294.2
1733	58	15	1	13	2427	673.46	294.2
1733	58	30	1	13	2427	693.25	294.2
1733	58	45	1	13	2427	697.88	294.2
1733	58	0	1	25	2428	431.46	294.2
1733	58	15	1	25	2428	455.62	294.2
1733	58	30	1	25	2428	461.37	294.2
1733	58	45	1	25	2428	468.75	294.2
1733	58	0	1	28	2429	424.92	294.2
1733	58	15	1	28	2429	493.77	294.2
1733	58	30	1	28	2429	510.3	294.2
1733	58	45	1	28	2429	539.38	294.2
1733	58	0	1	9	2430	441.68	295.7
1733	58	15	1	9	2430	566.54	295.7
1733	58	30	1	9	2430	575.82	295.7
1733	58	45	1	9	2430	658.05	295.7
1733	58	0	2	6	2431	452.83	296.7
1733	58	15	2	6	2431	470.5	296.7
1733	58	30	2	6	2431	493.55	296.7
1733	58	45	2	6	2431	509.08	296.7
1733	58	0	2	14	2432	954.35	297.6
1733	58	15	2	14	2432	1058.66	297.6
1733	58	45	2	14	2432	1060.49	297.6
1733	58	0	2	10	2433	469.33	299.1
1733	58	15	2	10	2433	486.03	299.1
1733	58	30	2	10	2433	565.56	299.1
1733	58	45	2	10	2433	591.66	299.1
1733	58	0	2	15	2434	827.7	295.2
1733	58	15	2	15	2434	811.8	295.2
1733	58	45	2	15	2434	843.72	295.2
1733	58	0	2	5	2435	439.77	297.6
1733	58	15	2	5	2435	500.32	297.6
1733	58	30	2	5	2435	572.66	297.6
1733	58	45	2	5	2435	607.91	297.6
1733	58	0	2	20	2436	593.79	296.7
1733	58	15	2	20	2436	689.75	296.7
1733	58	30	2	20	2436	773.59	296.7
1733	58	45	2	20	2436	838.7	296.7
1733	58	0	2	1	2437	442.81	295.2
1733	58	15	2	1	2437	470.38	295.2
1733	58	30	2	1	2437	489.66	295.2
1733	58	45	2	1	2437	519.29	295.2
1733	58	0	2	7	2438	448.53	295.2
1733	58	15	2	7	2438	482.58	295.2
1733	58	30	2	7	2438	492.23	295.2
1733	58	45	2	7	2438	530.18	295.2
1733	58	0	2	2	2439	454.85	296.7
1733	58	15	2	2	2439	477.43	296.7
1733	58	30	2	2	2439	527.93	296.7
1733	58	45	2	2	2439	505.74	296.7
1733	58	15	2	16	2440	641.81	296.7
1733	58	30	2	16	2440	722.06	296.7
1733	58	45	2	16	2440	848.66	296.7
1733	58	0	2	17	2441	770.35	295.7
1733	58	15	2	17	2441	793.43	295.7
1733	58	30	2	17	2441	837.38	295.7
1733	58	45	2	17	2441	809.82	295.7
1733	58	0	2	8	2442	423.87	295.7
1733	58	15	2	8	2442	479.37	295.7
1733	58	30	2	8	2442	511.4	295.7
1733	58	45	2	8	2442	579.13	295.7
1733	58	0	2	19	2443	701.26	295.7
1733	58	30	2	19	2443	735.49	295.7
1733	58	45	2	19	2443	935.7	295.7
1733	58	0	2	3	2444	430.82	294.2
1733	58	15	2	3	2444	509.12	294.2
1733	58	30	2	3	2444	498.63	294.2
1733	58	45	2	3	2444	575.57	294.2
1733	58	0	2	4	2445	454.1	294.2
1733	58	15	2	4	2445	478.06	294.2
1733	58	30	2	4	2445	505.07	294.2
1733	58	45	2	4	2445	522.11	294.2
1733	58	0	2	12	2446	592.47	294.2
1733	58	15	2	12	2446	764.09	294.2
1733	58	30	2	12	2446	736.21	294.2
1733	58	45	2	12	2446	896.99	294.2
1733	58	0	2	13	2447	779.46	294.2
1733	58	15	2	13	2447	807.67	294.2
1733	58	30	2	13	2447	856.65	294.2
1733	58	45	2	13	2447	879.29	294.2
1733	58	0	2	9	2448	435.6	295.7
1733	58	15	2	9	2448	496.03	295.7
1733	58	30	2	9	2448	544.01	295.7
1733	58	45	2	9	2448	580.4	295.7
1747	59	0	1	6	2449	448.59	288.2
1747	59	15	1	6	2449	687.65	288.2
1747	59	30	1	6	2449	818.84	288.2
1747	59	0	1	18	2450	798.59	293.3
1747	59	15	1	18	2450	1051.09	293.3
1747	59	30	1	18	2450	889.66	293.3
1747	59	45	1	18	2450	1438.26	293.3
1747	59	0	1	14	2451	805.63	291.8
1747	59	15	1	14	2451	1008.77	291.8
1747	59	45	1	14	2451	1108.95	291.8
1747	59	0	1	10	2452	464.07	293.3
1747	59	15	1	10	2452	724.16	293.3
1747	59	30	1	10	2452	852.29	293.3
1747	59	45	1	10	2452	1160.04	293.3
1747	59	0	1	29	2453	443.74	291.8
1747	59	15	1	29	2453	676.17	291.8
1747	59	30	1	29	2453	840.3	291.8
1747	59	45	1	29	2453	996.46	291.8
1747	59	0	1	30	2454	436.72	286.7
1747	59	15	1	30	2454	593.84	286.7
1747	59	30	1	30	2454	676.16	286.7
1747	59	45	1	30	2454	739.83	286.7
1747	59	15	1	15	2455	976.61	286.7
1747	59	30	1	15	2455	1221.8	286.7
1747	59	45	1	15	2455	1332.13	286.7
1747	59	0	1	5	2456	447.34	291.8
1747	59	15	1	5	2456	760.12	291.8
1747	59	30	1	5	2456	970.2	291.8
1747	59	45	1	5	2456	913.8	291.8
1747	59	0	1	20	2457	537.14	288.2
1747	59	15	1	20	2457	775.1	288.2
1747	59	30	1	20	2457	962.89	288.2
1747	59	45	1	20	2457	1150.46	288.2
1747	59	0	1	21	2458	437.83	291.8
1747	59	15	1	21	2458	625.05	291.8
1747	59	30	1	21	2458	864.21	291.8
1747	59	0	1	11	2459	446.38	286.7
1747	59	15	1	11	2459	699.91	286.7
1747	59	30	1	11	2459	826.59	286.7
1747	59	45	1	11	2459	958.16	286.7
1747	59	0	1	1	2460	421.21	286.7
1747	59	15	1	1	2460	640.62	286.7
1747	59	30	1	1	2460	773.2	286.7
1747	59	45	1	1	2460	878.35	286.7
1747	59	0	1	7	2461	454.97	288.2
1747	59	15	1	7	2461	675.7	288.2
1747	59	30	1	7	2461	803.43	288.2
1747	59	45	1	7	2461	939.55	288.2
1747	59	0	1	2	2462	429.4	286.7
1747	59	15	1	2	2462	628.49	286.7
1747	59	30	1	2	2462	722.45	286.7
1747	59	45	1	2	2462	853.85	286.7
1747	59	0	1	22	2463	432.83	286.7
1747	59	15	1	22	2463	654.25	286.7
1747	59	30	1	22	2463	800.26	286.7
1747	59	45	1	22	2463	892.81	286.7
1747	59	0	1	23	2464	436.4	286.7
1747	59	15	1	23	2464	645.77	286.7
1747	59	30	1	23	2464	748.77	286.7
1747	59	45	1	23	2464	824.9	286.7
1747	59	0	1	26	2465	445.28	286.7
1747	59	15	1	26	2465	649.2	286.7
1747	59	30	1	26	2465	788.4	286.7
1747	59	45	1	26	2465	742.33	286.7
1747	59	0	1	16	2466	678.59	288.2
1747	59	15	1	16	2466	903.87	288.2
1747	59	30	1	16	2466	1072.82	288.2
1747	59	0	1	17	2467	450.56	284.3
1747	59	15	1	17	2467	655.93	284.3
1747	59	30	1	17	2467	783.48	284.3
1747	59	45	1	17	2467	827.32	284.3
1747	59	0	1	8	2468	450.03	284.3
1747	59	15	1	8	2468	638.23	284.3
1747	59	30	1	8	2468	790.78	284.3
